ID_House,Day,Month,Year,Hour,Holiday,Acorn_Group,Temperature,kWh
MAC003305,5,10,2012,6,No,Lavish Lifestyles,13.33,0.182
MAC003305,5,10,2012,7,No,Lavish Lifestyles,11.47,0.361
MAC003305,5,10,2012,8,No,Lavish Lifestyles,12.06,0.17
MAC003305,5,10,2012,9,No,Lavish Lifestyles,12.74,0.441
MAC003305,5,10,2012,10,No,Lavish Lifestyles,13.8,0.35
MAC003305,5,10,2012,11,No,Lavish Lifestyles,15.49,0.246
MAC003305,5,10,2012,12,No,Lavish Lifestyles,15.17,0.122
MAC003305,5,10,2012,13,No,Lavish Lifestyles,15.09,0.093
MAC003305,5,10,2012,14,No,Lavish Lifestyles,14.56,0.095
MAC003305,5,10,2012,15,No,Lavish Lifestyles,14.02,0.167
MAC003305,5,10,2012,16,No,Lavish Lifestyles,12.94,0.091
MAC003305,5,10,2012,17,No,Lavish Lifestyles,11.56,0.132
MAC003305,5,10,2012,18,No,Lavish Lifestyles,10.91,0.168
MAC003305,5,10,2012,19,No,Lavish Lifestyles,9.94,0.176
MAC003305,5,10,2012,20,No,Lavish Lifestyles,9.52,0.774
MAC003305,5,10,2012,21,No,Lavish Lifestyles,9.33,0.628
MAC003305,5,10,2012,22,No,Lavish Lifestyles,9.16,0.773
MAC003305,5,10,2012,23,No,Lavish Lifestyles,8.76,0.677
MAC003305,6,10,2012,0,No,Lavish Lifestyles,8.76,0.706
MAC003305,6,10,2012,1,No,Lavish Lifestyles,8.66,0.637
MAC003305,6,10,2012,2,No,Lavish Lifestyles,8.47,1.153
MAC003305,6,10,2012,3,No,Lavish Lifestyles,8.08,0.774
MAC003305,6,10,2012,4,No,Lavish Lifestyles,7.67,0.084
MAC003305,6,10,2012,5,No,Lavish Lifestyles,7.66,0.152
MAC003305,6,10,2012,6,No,Lavish Lifestyles,7.63,0.112
MAC003305,6,10,2012,7,No,Lavish Lifestyles,7.61,0.124
MAC003305,6,10,2012,8,No,Lavish Lifestyles,8.26,0.304
MAC003305,6,10,2012,9,No,Lavish Lifestyles,9.38,0.244
MAC003305,6,10,2012,10,No,Lavish Lifestyles,11.36,0.142
MAC003305,6,10,2012,11,No,Lavish Lifestyles,12.59,0.138
MAC003305,6,10,2012,12,No,Lavish Lifestyles,14.33,0.293
MAC003305,6,10,2012,13,No,Lavish Lifestyles,14.48,0.116
MAC003305,6,10,2012,14,No,Lavish Lifestyles,14.65,0.184
MAC003305,6,10,2012,15,No,Lavish Lifestyles,14.89,0.225
MAC003305,6,10,2012,16,No,Lavish Lifestyles,14.11,0.176
MAC003305,6,10,2012,17,No,Lavish Lifestyles,13.32,0.176
MAC003305,6,10,2012,18,No,Lavish Lifestyles,11.26,0.573
MAC003305,6,10,2012,19,No,Lavish Lifestyles,10.27,0.567
MAC003305,6,10,2012,20,No,Lavish Lifestyles,9.17,0.52
MAC003305,6,10,2012,21,No,Lavish Lifestyles,8.81,0.61
MAC003305,6,10,2012,22,No,Lavish Lifestyles,8.5,0.265
MAC003305,6,10,2012,23,No,Lavish Lifestyles,7.61,0.129
MAC003305,7,10,2012,0,No,Lavish Lifestyles,7.19,0.116
MAC003305,7,10,2012,1,No,Lavish Lifestyles,6.71,0.091
MAC003305,7,10,2012,2,No,Lavish Lifestyles,6.63,0.104
MAC003305,7,10,2012,3,No,Lavish Lifestyles,6.15,0.108
MAC003305,7,10,2012,4,No,Lavish Lifestyles,5.67,0.134
MAC003305,7,10,2012,5,No,Lavish Lifestyles,5.41,0.083
MAC003305,7,10,2012,6,No,Lavish Lifestyles,5.27,0.206
MAC003305,7,10,2012,7,No,Lavish Lifestyles,5.54,0.134
MAC003305,7,10,2012,8,No,Lavish Lifestyles,7.33,0.195
MAC003305,7,10,2012,9,No,Lavish Lifestyles,9.16,0.169
MAC003305,7,10,2012,10,No,Lavish Lifestyles,11.45,0.126
MAC003305,7,10,2012,11,No,Lavish Lifestyles,13.19,0.129
MAC003305,7,10,2012,12,No,Lavish Lifestyles,13.62,0.089
MAC003305,7,10,2012,13,No,Lavish Lifestyles,13.43,0.147
MAC003305,7,10,2012,14,No,Lavish Lifestyles,13.31,0.097
MAC003305,7,10,2012,15,No,Lavish Lifestyles,13.64,0.092
MAC003305,7,10,2012,16,No,Lavish Lifestyles,13.52,0.272
MAC003305,7,10,2012,17,No,Lavish Lifestyles,12.44,0.212
MAC003305,7,10,2012,18,No,Lavish Lifestyles,11.66,0.374
MAC003305,7,10,2012,19,No,Lavish Lifestyles,11.07,0.581
MAC003305,7,10,2012,20,No,Lavish Lifestyles,10.96,0.541
MAC003305,7,10,2012,21,No,Lavish Lifestyles,10.39,0.619
MAC003305,7,10,2012,22,No,Lavish Lifestyles,9.49,0.177
MAC003305,7,10,2012,23,No,Lavish Lifestyles,9.51,0.16
MAC003305,8,10,2012,0,No,Lavish Lifestyles,9.87,0.087
MAC003305,8,10,2012,1,No,Lavish Lifestyles,10.56,0.093
MAC003305,8,10,2012,2,No,Lavish Lifestyles,10.69,0.125
MAC003305,8,10,2012,3,No,Lavish Lifestyles,10.85,0.127
MAC003305,8,10,2012,4,No,Lavish Lifestyles,10.87,0.091
MAC003305,8,10,2012,5,No,Lavish Lifestyles,11.28,0.172
MAC003305,8,10,2012,6,No,Lavish Lifestyles,11.35,0.094
MAC003305,8,10,2012,7,No,Lavish Lifestyles,11.36,0.131
MAC003305,8,10,2012,8,No,Lavish Lifestyles,11.59,0.179
MAC003305,8,10,2012,9,No,Lavish Lifestyles,11.63,0.142
MAC003305,8,10,2012,10,No,Lavish Lifestyles,11.58,0.145
MAC003305,8,10,2012,11,No,Lavish Lifestyles,11.78,0.433
MAC003305,8,10,2012,12,No,Lavish Lifestyles,12.1,0.275
MAC003305,8,10,2012,13,No,Lavish Lifestyles,12.13,0.309
MAC003305,8,10,2012,14,No,Lavish Lifestyles,12.22,0.14
MAC003305,8,10,2012,15,No,Lavish Lifestyles,12.13,0.253
MAC003305,8,10,2012,16,No,Lavish Lifestyles,12.08,0.213
MAC003305,8,10,2012,17,No,Lavish Lifestyles,12.04,0.389
MAC003305,8,10,2012,18,No,Lavish Lifestyles,12.04,0.411
MAC003305,8,10,2012,19,No,Lavish Lifestyles,12.06,0.357
MAC003305,8,10,2012,20,No,Lavish Lifestyles,12.15,1.193
MAC003305,8,10,2012,21,No,Lavish Lifestyles,12.02,0.584
MAC003305,8,10,2012,22,No,Lavish Lifestyles,11.99,0.221
MAC003305,8,10,2012,23,No,Lavish Lifestyles,11.61,0.132
MAC003305,9,10,2012,0,No,Lavish Lifestyles,11.9,0.181
MAC003305,9,10,2012,1,No,Lavish Lifestyles,11.86,0.157
MAC003305,9,10,2012,2,No,Lavish Lifestyles,11.62,0.155
MAC003305,9,10,2012,3,No,Lavish Lifestyles,10.62,0.132
MAC003305,9,10,2012,4,No,Lavish Lifestyles,9.71,0.168
MAC003305,9,10,2012,5,No,Lavish Lifestyles,9.29,0.167
MAC003305,9,10,2012,6,No,Lavish Lifestyles,9.16,0.126
MAC003305,9,10,2012,7,No,Lavish Lifestyles,9.07,0.226
MAC003305,9,10,2012,8,No,Lavish Lifestyles,9.74,0.207
MAC003305,9,10,2012,9,No,Lavish Lifestyles,10.59,0.196
MAC003305,9,10,2012,10,No,Lavish Lifestyles,12.34,0.166
MAC003305,9,10,2012,11,No,Lavish Lifestyles,12.51,0.131
MAC003305,9,10,2012,12,No,Lavish Lifestyles,13.11,0.408
MAC003305,9,10,2012,13,No,Lavish Lifestyles,14.23,0.288
MAC003305,9,10,2012,14,No,Lavish Lifestyles,13.48,0.238
MAC003305,9,10,2012,15,No,Lavish Lifestyles,13.34,0.264
MAC003305,9,10,2012,16,No,Lavish Lifestyles,12.86,0.406
MAC003305,9,10,2012,17,No,Lavish Lifestyles,12.34,0.436
MAC003305,9,10,2012,18,No,Lavish Lifestyles,11.77,0.299
MAC003305,9,10,2012,19,No,Lavish Lifestyles,11.19,0.304
MAC003305,9,10,2012,20,No,Lavish Lifestyles,10.82,0.266
MAC003305,9,10,2012,21,No,Lavish Lifestyles,10.95,0.535
MAC003305,9,10,2012,22,No,Lavish Lifestyles,10.52,0.272
MAC003305,9,10,2012,23,No,Lavish Lifestyles,10.02,0.2
MAC003305,10,10,2012,0,No,Lavish Lifestyles,9.56,0.096
MAC003305,10,10,2012,1,No,Lavish Lifestyles,9.42,0.094
MAC003305,10,10,2012,2,No,Lavish Lifestyles,9.72,0.147
MAC003305,10,10,2012,3,No,Lavish Lifestyles,9.22,0.097
MAC003305,10,10,2012,4,No,Lavish Lifestyles,8.72,0.14
MAC003305,10,10,2012,5,No,Lavish Lifestyles,7.88,0.121
MAC003305,10,10,2012,6,No,Lavish Lifestyles,7.04,0.17
MAC003305,10,10,2012,7,No,Lavish Lifestyles,7.67,0.152
MAC003305,10,10,2012,8,No,Lavish Lifestyles,9.1,0.248
MAC003305,10,10,2012,9,No,Lavish Lifestyles,10.35,0.252
MAC003305,10,10,2012,10,No,Lavish Lifestyles,12.71,0.149
MAC003305,10,10,2012,11,No,Lavish Lifestyles,13.81,0.184
MAC003305,10,10,2012,12,No,Lavish Lifestyles,13.58,0.208
MAC003305,10,10,2012,13,No,Lavish Lifestyles,14.13,0.258
MAC003305,10,10,2012,14,No,Lavish Lifestyles,14.12,0.294
MAC003305,10,10,2012,15,No,Lavish Lifestyles,13.63,0.518
MAC003305,10,10,2012,16,No,Lavish Lifestyles,13.47,0.284
MAC003305,10,10,2012,17,No,Lavish Lifestyles,12.76,1.1799999
MAC003305,10,10,2012,18,No,Lavish Lifestyles,12.13,0.533
MAC003305,10,10,2012,19,No,Lavish Lifestyles,11.02,0.296
MAC003305,10,10,2012,20,No,Lavish Lifestyles,10.1,0.344
MAC003305,10,10,2012,21,No,Lavish Lifestyles,10,0.491
MAC003305,10,10,2012,22,No,Lavish Lifestyles,10.18,0.372
MAC003305,10,10,2012,23,No,Lavish Lifestyles,10.05,0.087
MAC003305,11,10,2012,0,No,Lavish Lifestyles,9.63,0.098
