ID_House,Day,Month,Year,Hour,Holiday,Acorn_Group,Temperature,kWh
MAC003281,22,9,2012,0,No,Lavish Lifestyles,10.63,0.059
MAC003281,22,9,2012,1,No,Lavish Lifestyles,10.02,0.042
MAC003281,22,9,2012,2,No,Lavish Lifestyles,8.97,0.024
MAC003281,22,9,2012,3,No,Lavish Lifestyles,8.31,0.024
MAC003281,22,9,2012,4,No,Lavish Lifestyles,7.71,0.038
MAC003281,22,9,2012,5,No,Lavish Lifestyles,7.09,0.052
MAC003281,22,9,2012,6,No,Lavish Lifestyles,6.59,0.237
MAC003281,22,9,2012,7,No,Lavish Lifestyles,7.38,0.162
MAC003281,22,9,2012,8,No,Lavish Lifestyles,8.64,0.208
MAC003281,22,9,2012,9,No,Lavish Lifestyles,10.49,0.324
MAC003281,22,9,2012,10,No,Lavish Lifestyles,12.11,0.059
MAC003281,22,9,2012,11,No,Lavish Lifestyles,13.48,0.091
MAC003281,22,9,2012,12,No,Lavish Lifestyles,14.12,0.036
MAC003281,22,9,2012,13,No,Lavish Lifestyles,15.4,0.054
MAC003281,22,9,2012,14,No,Lavish Lifestyles,15.01,0.106
MAC003281,22,9,2012,15,No,Lavish Lifestyles,15.62,0.121
MAC003281,22,9,2012,16,No,Lavish Lifestyles,15.11,0.227
MAC003281,22,9,2012,17,No,Lavish Lifestyles,13.81,0.132
MAC003281,22,9,2012,18,No,Lavish Lifestyles,12.99,0.238
MAC003281,22,9,2012,19,No,Lavish Lifestyles,12.5,0.221
MAC003281,22,9,2012,20,No,Lavish Lifestyles,11.53,0.216
MAC003281,22,9,2012,21,No,Lavish Lifestyles,11.01,0.133
MAC003281,22,9,2012,22,No,Lavish Lifestyles,11.32,0.184
MAC003281,22,9,2012,23,No,Lavish Lifestyles,10.63,0.126
MAC003281,23,9,2012,0,No,Lavish Lifestyles,9.74,0.05
MAC003281,23,9,2012,1,No,Lavish Lifestyles,9.35,0.071
MAC003281,23,9,2012,2,No,Lavish Lifestyles,9.21,0.08
MAC003281,23,9,2012,3,No,Lavish Lifestyles,8.85,0.05
MAC003281,23,9,2012,4,No,Lavish Lifestyles,9.02,0.028
MAC003281,23,9,2012,5,No,Lavish Lifestyles,9.57,0.029
MAC003281,23,9,2012,6,No,Lavish Lifestyles,10.18,0.145
MAC003281,23,9,2012,7,No,Lavish Lifestyles,10.73,0.136
MAC003281,23,9,2012,8,No,Lavish Lifestyles,11.43,0.369
MAC003281,23,9,2012,9,No,Lavish Lifestyles,12.31,0.484
MAC003281,23,9,2012,10,No,Lavish Lifestyles,11.94,0.226
MAC003281,23,9,2012,11,No,Lavish Lifestyles,11.85,0.061
MAC003281,23,9,2012,12,No,Lavish Lifestyles,11.45,0.263
MAC003281,23,9,2012,13,No,Lavish Lifestyles,10.84,0.459
MAC003281,23,9,2012,14,No,Lavish Lifestyles,10.86,0.416
MAC003281,23,9,2012,15,No,Lavish Lifestyles,10.83,0.591
MAC003281,23,9,2012,16,No,Lavish Lifestyles,10.92,0.605
MAC003281,23,9,2012,17,No,Lavish Lifestyles,10.83,0.406
MAC003281,23,9,2012,18,No,Lavish Lifestyles,10.96,0.556
MAC003281,23,9,2012,19,No,Lavish Lifestyles,11.39,0.432
