ID_House,Day,Month,Year,Hour,Holiday,Acorn_Group,Temperature,kWh
MAC001074,13,5,2012,1,No,Lavish Lifestyles,6.69,0.259
MAC001074,13,5,2012,2,No,Lavish Lifestyles,5.84,0.203
MAC001074,13,5,2012,3,No,Lavish Lifestyles,5.62,0.222
MAC001074,13,5,2012,4,No,Lavish Lifestyles,5.49,0.327
MAC001074,13,5,2012,5,No,Lavish Lifestyles,5.73,0.227
MAC001074,13,5,2012,6,No,Lavish Lifestyles,7.16,0.173
MAC001074,13,5,2012,7,No,Lavish Lifestyles,9.54,0.103
MAC001074,13,5,2012,8,No,Lavish Lifestyles,11.74,0.218
MAC001074,13,5,2012,9,No,Lavish Lifestyles,13.66,0.162
MAC001074,13,5,2012,10,No,Lavish Lifestyles,14.83,0.201
MAC001074,13,5,2012,11,No,Lavish Lifestyles,15.1,3.365
MAC001074,13,5,2012,12,No,Lavish Lifestyles,15.75,0.889
MAC001074,13,5,2012,13,No,Lavish Lifestyles,16.26,0.638
MAC001074,13,5,2012,14,No,Lavish Lifestyles,16.1,0.067
MAC001074,13,5,2012,15,No,Lavish Lifestyles,16.18,0.229
MAC001074,13,5,2012,16,No,Lavish Lifestyles,15.76,0.182
MAC001074,13,5,2012,17,No,Lavish Lifestyles,15.47,0.289
MAC001074,13,5,2012,18,No,Lavish Lifestyles,14.47,0.165
MAC001074,13,5,2012,19,No,Lavish Lifestyles,13.49,0.501
MAC001074,13,5,2012,20,No,Lavish Lifestyles,12.17,0.517
MAC001074,13,5,2012,21,No,Lavish Lifestyles,11.06,0.379
MAC001074,13,5,2012,22,No,Lavish Lifestyles,10.01,0.27
MAC001074,13,5,2012,23,No,Lavish Lifestyles,9.07,0.227
MAC001074,14,5,2012,0,No,Lavish Lifestyles,8.52,0.357
MAC001074,14,5,2012,1,No,Lavish Lifestyles,8.03,0.223
MAC001074,14,5,2012,2,No,Lavish Lifestyles,7.9,0.197
MAC001074,14,5,2012,3,No,Lavish Lifestyles,7.36,0.254
MAC001074,14,5,2012,4,No,Lavish Lifestyles,6.94,0.191
MAC001074,14,5,2012,5,No,Lavish Lifestyles,7,0.094
MAC001074,14,5,2012,6,No,Lavish Lifestyles,7.74,0.26
MAC001074,14,5,2012,7,No,Lavish Lifestyles,8.83,0.137
MAC001074,14,5,2012,8,No,Lavish Lifestyles,9.89,0.225
MAC001074,14,5,2012,9,No,Lavish Lifestyles,9.72,0.506
MAC001074,14,5,2012,10,No,Lavish Lifestyles,10.49,1.5829999
MAC001074,14,5,2012,11,No,Lavish Lifestyles,10.49,1.556
MAC001074,14,5,2012,12,No,Lavish Lifestyles,10.39,0.474
MAC001074,14,5,2012,13,No,Lavish Lifestyles,10.44,0.175
MAC001074,14,5,2012,14,No,Lavish Lifestyles,10.74,0.069
MAC001074,14,5,2012,15,No,Lavish Lifestyles,10.91,1.228
MAC001074,14,5,2012,16,No,Lavish Lifestyles,11.41,0.997
MAC001074,14,5,2012,17,No,Lavish Lifestyles,11.37,0.678
MAC001074,14,5,2012,18,No,Lavish Lifestyles,11.24,0.264
MAC001074,14,5,2012,19,No,Lavish Lifestyles,11.11,0.678
MAC001074,14,5,2012,20,No,Lavish Lifestyles,10.11,0.393
MAC001074,14,5,2012,21,No,Lavish Lifestyles,9.91,0.424
MAC001074,14,5,2012,22,No,Lavish Lifestyles,9.29,0.735
MAC001074,14,5,2012,23,No,Lavish Lifestyles,7.98,0.395
MAC001074,15,5,2012,0,No,Lavish Lifestyles,7.36,0.118
MAC001074,15,5,2012,1,No,Lavish Lifestyles,6.93,0.679
MAC001074,15,5,2012,2,No,Lavish Lifestyles,7.24,0.18
MAC001074,15,5,2012,3,No,Lavish Lifestyles,6.27,0.124
MAC001074,15,5,2012,4,No,Lavish Lifestyles,5.94,0.13
MAC001074,15,5,2012,5,No,Lavish Lifestyles,5.99,0.156
MAC001074,15,5,2012,6,No,Lavish Lifestyles,6.47,0.843
MAC001074,15,5,2012,7,No,Lavish Lifestyles,5.92,0.189
MAC001074,15,5,2012,8,No,Lavish Lifestyles,6.02,0.226
MAC001074,15,5,2012,9,No,Lavish Lifestyles,7.11,0.468
MAC001074,15,5,2012,10,No,Lavish Lifestyles,8.04,0.333
MAC001074,15,5,2012,11,No,Lavish Lifestyles,9.81,1.575
MAC001074,15,5,2012,12,No,Lavish Lifestyles,11.09,0.394
MAC001074,15,5,2012,13,No,Lavish Lifestyles,11.27,0.065
MAC001074,15,5,2012,14,No,Lavish Lifestyles,11.21,0.307
MAC001074,15,5,2012,15,No,Lavish Lifestyles,9.67,0.113
MAC001074,15,5,2012,16,No,Lavish Lifestyles,8.16,0.339
MAC001074,15,5,2012,17,No,Lavish Lifestyles,9.12,0.236
MAC001074,15,5,2012,18,No,Lavish Lifestyles,7.68,0.403
MAC001074,15,5,2012,19,No,Lavish Lifestyles,7.18,2.0580001
MAC001074,15,5,2012,20,No,Lavish Lifestyles,6.62,0.938
MAC001074,15,5,2012,21,No,Lavish Lifestyles,7.06,1.3430001
MAC001074,15,5,2012,22,No,Lavish Lifestyles,6.61,1.863
MAC001074,15,5,2012,23,No,Lavish Lifestyles,6.57,0.739
MAC001074,18,5,2012,0,No,Lavish Lifestyles,10.59,0.306
MAC001074,18,5,2012,1,No,Lavish Lifestyles,10.13,0.341
MAC001074,18,5,2012,2,No,Lavish Lifestyles,9.97,0.313
MAC001074,18,5,2012,3,No,Lavish Lifestyles,9.89,0.293
MAC001074,18,5,2012,4,No,Lavish Lifestyles,9.11,0.282
MAC001074,18,5,2012,5,No,Lavish Lifestyles,9.65,0.168
MAC001074,18,5,2012,6,No,Lavish Lifestyles,10.47,0.67
MAC001074,18,5,2012,7,No,Lavish Lifestyles,12,0.276
MAC001074,18,5,2012,8,No,Lavish Lifestyles,13.11,0.279
MAC001074,18,5,2012,9,No,Lavish Lifestyles,13.69,1.245
MAC001074,18,5,2012,10,No,Lavish Lifestyles,14.28,0.22
MAC001074,18,5,2012,11,No,Lavish Lifestyles,15.38,0.974
MAC001074,18,5,2012,12,No,Lavish Lifestyles,15.77,0.087
MAC001074,18,5,2012,13,No,Lavish Lifestyles,15.28,0.235
MAC001074,18,5,2012,14,No,Lavish Lifestyles,15.06,0.136
MAC001074,18,5,2012,15,No,Lavish Lifestyles,14.51,0.185
MAC001074,18,5,2012,16,No,Lavish Lifestyles,14.21,1.108
MAC001074,18,5,2012,17,No,Lavish Lifestyles,14.02,0.245
MAC001074,18,5,2012,18,No,Lavish Lifestyles,13.47,0.222
MAC001074,18,5,2012,19,No,Lavish Lifestyles,13.43,0.496
MAC001074,18,5,2012,20,No,Lavish Lifestyles,12.9,0.526
MAC001074,18,5,2012,21,No,Lavish Lifestyles,12.56,2.3280001
MAC001074,18,5,2012,22,No,Lavish Lifestyles,12.48,0.681
MAC001074,18,5,2012,23,No,Lavish Lifestyles,12.44,0.173
MAC001074,19,5,2012,0,No,Lavish Lifestyles,12.06,0.217
MAC001074,19,5,2012,1,No,Lavish Lifestyles,11.96,0.208
MAC001074,19,5,2012,2,No,Lavish Lifestyles,11.99,0.143
MAC001074,19,5,2012,3,No,Lavish Lifestyles,11.94,0.398
MAC001074,19,5,2012,4,No,Lavish Lifestyles,11.9,0.215
MAC001074,19,5,2012,5,No,Lavish Lifestyles,11.84,0.255
MAC001074,19,5,2012,6,No,Lavish Lifestyles,11.9,0.128
MAC001074,19,5,2012,7,No,Lavish Lifestyles,12.13,0.252
MAC001074,19,5,2012,8,No,Lavish Lifestyles,12.81,1.446
MAC001074,19,5,2012,9,No,Lavish Lifestyles,14.17,0.571
MAC001074,19,5,2012,10,No,Lavish Lifestyles,14.63,0.835
MAC001074,19,5,2012,11,No,Lavish Lifestyles,15.08,1.299
MAC001074,19,5,2012,12,No,Lavish Lifestyles,15.46,1.7589999
MAC001074,19,5,2012,13,No,Lavish Lifestyles,15.91,0.336
MAC001074,19,5,2012,14,No,Lavish Lifestyles,16.42,0.707
MAC001074,19,5,2012,15,No,Lavish Lifestyles,15.98,0.267
MAC001074,19,5,2012,16,No,Lavish Lifestyles,16.16,0.147
MAC001074,19,5,2012,17,No,Lavish Lifestyles,15.19,0.354
MAC001074,19,5,2012,18,No,Lavish Lifestyles,14.47,0.164
MAC001074,19,5,2012,19,No,Lavish Lifestyles,13.33,0.36
MAC001074,19,5,2012,20,No,Lavish Lifestyles,11.92,2.737
MAC001074,19,5,2012,21,No,Lavish Lifestyles,10.91,0.627
MAC001074,19,5,2012,22,No,Lavish Lifestyles,10.59,0.322
MAC001074,19,5,2012,23,No,Lavish Lifestyles,9.81,0.726
MAC001074,20,5,2012,0,No,Lavish Lifestyles,9.23,0.366
MAC001074,20,5,2012,1,No,Lavish Lifestyles,9.11,0.275
MAC001074,20,5,2012,2,No,Lavish Lifestyles,9.13,0.156
MAC001074,20,5,2012,3,No,Lavish Lifestyles,9.06,0.108
MAC001074,20,5,2012,4,No,Lavish Lifestyles,9.09,0.198
MAC001074,20,5,2012,5,No,Lavish Lifestyles,9.11,0.258
MAC001074,20,5,2012,6,No,Lavish Lifestyles,9.14,0.135
MAC001074,20,5,2012,7,No,Lavish Lifestyles,9.57,0.294
MAC001074,20,5,2012,8,No,Lavish Lifestyles,9.69,0.116
MAC001074,20,5,2012,9,No,Lavish Lifestyles,9.84,0.2
MAC001074,20,5,2012,10,No,Lavish Lifestyles,10.43,0.285
MAC001074,20,5,2012,11,No,Lavish Lifestyles,10.96,0.27
MAC001074,20,5,2012,12,No,Lavish Lifestyles,11.53,0.255
MAC001074,20,5,2012,13,No,Lavish Lifestyles,12.06,0.712
MAC001074,20,5,2012,14,No,Lavish Lifestyles,12.17,0.233
MAC001074,20,5,2012,15,No,Lavish Lifestyles,12.18,0.449
MAC001074,20,5,2012,16,No,Lavish Lifestyles,12.05,1.6059999
MAC001074,20,5,2012,17,No,Lavish Lifestyles,12.04,0.501
MAC001074,20,5,2012,18,No,Lavish Lifestyles,11.92,0.742
MAC001074,20,5,2012,19,No,Lavish Lifestyles,11.45,1.63
MAC001074,20,5,2012,20,No,Lavish Lifestyles,11.28,0.493
MAC001074,20,5,2012,21,No,Lavish Lifestyles,10.84,1.579
MAC001074,20,5,2012,22,No,Lavish Lifestyles,10.78,2.0710001
MAC001074,20,5,2012,23,No,Lavish Lifestyles,10.24,0.404
MAC001074,21,5,2012,0,No,Lavish Lifestyles,10.2,0.289
MAC001074,21,5,2012,1,No,Lavish Lifestyles,9.75,0.144
MAC001074,21,5,2012,2,No,Lavish Lifestyles,9.72,0.237
MAC001074,21,5,2012,3,No,Lavish Lifestyles,9.68,0.085
MAC001074,21,5,2012,4,No,Lavish Lifestyles,9.32,0.236
MAC001074,21,5,2012,5,No,Lavish Lifestyles,9.64,0.104
MAC001074,21,5,2012,6,No,Lavish Lifestyles,9.65,0.176
MAC001074,21,5,2012,7,No,Lavish Lifestyles,9.76,1.5599999
MAC001074,21,5,2012,8,No,Lavish Lifestyles,10.33,0.197
MAC001074,21,5,2012,9,No,Lavish Lifestyles,11.27,0.38
MAC001074,21,5,2012,10,No,Lavish Lifestyles,12.04,0.201
MAC001074,21,5,2012,11,No,Lavish Lifestyles,12.91,0.244
MAC001074,21,5,2012,12,No,Lavish Lifestyles,13.15,1.631
MAC001074,21,5,2012,13,No,Lavish Lifestyles,13.79,0.253
MAC001074,21,5,2012,14,No,Lavish Lifestyles,14.68,0.155
MAC001074,21,5,2012,15,No,Lavish Lifestyles,15.46,0.344
MAC001074,21,5,2012,16,No,Lavish Lifestyles,16.22,0.147
MAC001074,21,5,2012,17,No,Lavish Lifestyles,15.79,0.292
MAC001074,21,5,2012,18,No,Lavish Lifestyles,15.67,0.225
MAC001074,21,5,2012,19,No,Lavish Lifestyles,15.51,0.964
MAC001074,21,5,2012,20,No,Lavish Lifestyles,14.61,1.085
MAC001074,21,5,2012,21,No,Lavish Lifestyles,14.38,1.015
MAC001074,21,5,2012,22,No,Lavish Lifestyles,13.79,0.504
MAC001074,21,5,2012,23,No,Lavish Lifestyles,13.74,0.277
MAC001074,22,5,2012,0,No,Lavish Lifestyles,13.21,0.23
MAC001074,22,5,2012,1,No,Lavish Lifestyles,13.19,0.215
MAC001074,22,5,2012,2,No,Lavish Lifestyles,12.81,0.162
MAC001074,22,5,2012,3,No,Lavish Lifestyles,12.27,0.316
MAC001074,22,5,2012,4,No,Lavish Lifestyles,11.82,0.142
MAC001074,22,5,2012,5,No,Lavish Lifestyles,11.44,1.153
MAC001074,22,5,2012,6,No,Lavish Lifestyles,11.48,1.575
MAC001074,22,5,2012,7,No,Lavish Lifestyles,12,0.271
MAC001074,22,5,2012,8,No,Lavish Lifestyles,12.33,0.154
MAC001074,22,5,2012,9,No,Lavish Lifestyles,13.72,0.21
MAC001074,22,5,2012,10,No,Lavish Lifestyles,17.22,0.289
MAC001074,22,5,2012,11,No,Lavish Lifestyles,19.47,0.54
MAC001074,22,5,2012,12,No,Lavish Lifestyles,21.49,0.255
MAC001074,22,5,2012,13,No,Lavish Lifestyles,23.02,0.264
MAC001074,22,5,2012,14,No,Lavish Lifestyles,23.57,0.133
MAC001074,22,5,2012,15,No,Lavish Lifestyles,24.4,0.231
MAC001074,22,5,2012,16,No,Lavish Lifestyles,24.43,0.172
MAC001074,22,5,2012,17,No,Lavish Lifestyles,23.98,0.17
MAC001074,22,5,2012,18,No,Lavish Lifestyles,23.37,1.051
MAC001074,22,5,2012,19,No,Lavish Lifestyles,22.28,0.489
MAC001074,22,5,2012,20,No,Lavish Lifestyles,21.38,0.469
MAC001074,22,5,2012,21,No,Lavish Lifestyles,20.11,1.881
MAC001074,22,5,2012,22,No,Lavish Lifestyles,18.57,0.935
MAC001074,22,5,2012,23,No,Lavish Lifestyles,17.24,0.342
MAC001074,23,5,2012,0,No,Lavish Lifestyles,16.41,0.176
MAC001074,23,5,2012,1,No,Lavish Lifestyles,15.76,0.265
MAC001074,23,5,2012,2,No,Lavish Lifestyles,14.76,0.236
MAC001074,23,5,2012,3,No,Lavish Lifestyles,14.31,0.126
MAC001074,23,5,2012,4,No,Lavish Lifestyles,13.76,0.15
MAC001074,23,5,2012,5,No,Lavish Lifestyles,13.47,0.081
MAC001074,23,5,2012,6,No,Lavish Lifestyles,14.07,1.268
MAC001074,23,5,2012,7,No,Lavish Lifestyles,14.79,0.126
MAC001074,23,5,2012,8,No,Lavish Lifestyles,15.98,0.167
MAC001074,23,5,2012,9,No,Lavish Lifestyles,17.12,0.837
MAC001074,23,5,2012,10,No,Lavish Lifestyles,19.51,0.587
MAC001074,23,5,2012,11,No,Lavish Lifestyles,21.63,0.132
MAC001074,23,5,2012,12,No,Lavish Lifestyles,22.85,0.179
MAC001074,23,5,2012,13,No,Lavish Lifestyles,23.54,0.61
MAC001074,23,5,2012,14,No,Lavish Lifestyles,24.51,0.21
MAC001074,23,5,2012,15,No,Lavish Lifestyles,25.37,0.974
MAC001074,23,5,2012,16,No,Lavish Lifestyles,25.02,0.451
MAC001074,23,5,2012,17,No,Lavish Lifestyles,24.5,0.142
MAC001074,23,5,2012,18,No,Lavish Lifestyles,23.21,0.233
MAC001074,23,5,2012,19,No,Lavish Lifestyles,22.28,0.659
MAC001074,23,5,2012,20,No,Lavish Lifestyles,20.98,0.542
MAC001074,23,5,2012,21,No,Lavish Lifestyles,20.02,2.4660001
MAC001074,23,5,2012,22,No,Lavish Lifestyles,18.97,0.854
MAC001074,23,5,2012,23,No,Lavish Lifestyles,18.23,0.263
MAC001074,24,5,2012,0,No,Lavish Lifestyles,18.03,0.163
MAC001074,24,5,2012,1,No,Lavish Lifestyles,17.33,0.158
MAC001074,24,5,2012,2,No,Lavish Lifestyles,17.22,0.119
MAC001074,24,5,2012,3,No,Lavish Lifestyles,17.23,0.104
MAC001074,24,5,2012,4,No,Lavish Lifestyles,15.89,0.146
MAC001074,24,5,2012,5,No,Lavish Lifestyles,15.54,0.051
MAC001074,24,5,2012,6,No,Lavish Lifestyles,15.36,0.858
MAC001074,24,5,2012,7,No,Lavish Lifestyles,15.48,1.071
MAC001074,24,5,2012,8,No,Lavish Lifestyles,16.48,1.426
MAC001074,24,5,2012,9,No,Lavish Lifestyles,18,0.5
MAC001074,24,5,2012,10,No,Lavish Lifestyles,20.03,0.282
MAC001074,24,5,2012,11,No,Lavish Lifestyles,21.72,0.083
MAC001074,24,5,2012,12,No,Lavish Lifestyles,23.02,0.153
MAC001074,24,5,2012,13,No,Lavish Lifestyles,24.06,0.217
MAC001074,24,5,2012,14,No,Lavish Lifestyles,25.07,0.132
MAC001074,24,5,2012,15,No,Lavish Lifestyles,25.45,0.183
MAC001074,24,5,2012,16,No,Lavish Lifestyles,25.04,0.193
MAC001074,24,5,2012,17,No,Lavish Lifestyles,24.82,0.837
MAC001074,24,5,2012,18,No,Lavish Lifestyles,24.07,0.815
MAC001074,24,5,2012,19,No,Lavish Lifestyles,22.88,0.795
MAC001074,24,5,2012,20,No,Lavish Lifestyles,21.74,1.073
MAC001074,24,5,2012,21,No,Lavish Lifestyles,20.29,1.149
MAC001074,24,5,2012,22,No,Lavish Lifestyles,19.54,0.965
MAC001074,24,5,2012,23,No,Lavish Lifestyles,18.41,0.221
MAC001074,25,5,2012,0,No,Lavish Lifestyles,17.54,0.202
MAC001074,25,5,2012,1,No,Lavish Lifestyles,17.44,0.085
MAC001074,25,5,2012,2,No,Lavish Lifestyles,16.9,0.162
MAC001074,25,5,2012,3,No,Lavish Lifestyles,16.37,0.127
MAC001074,25,5,2012,4,No,Lavish Lifestyles,15.81,0.092
MAC001074,25,5,2012,5,No,Lavish Lifestyles,15.84,0.141
MAC001074,25,5,2012,6,No,Lavish Lifestyles,16.39,0.649
MAC001074,25,5,2012,7,No,Lavish Lifestyles,18.01,0.164
MAC001074,25,5,2012,8,No,Lavish Lifestyles,19.61,0.11
MAC001074,25,5,2012,9,No,Lavish Lifestyles,21.16,0.239
MAC001074,25,5,2012,10,No,Lavish Lifestyles,22.24,0.22
MAC001074,25,5,2012,11,No,Lavish Lifestyles,22.44,0.147
MAC001074,25,5,2012,12,No,Lavish Lifestyles,23.08,0.198
MAC001074,25,5,2012,13,No,Lavish Lifestyles,24.14,0.158
MAC001074,25,5,2012,14,No,Lavish Lifestyles,24.1,0.258
MAC001074,25,5,2012,15,No,Lavish Lifestyles,23.31,0.128
MAC001074,25,5,2012,16,No,Lavish Lifestyles,23.55,0.152
MAC001074,25,5,2012,17,No,Lavish Lifestyles,22.59,0.422
MAC001074,25,5,2012,18,No,Lavish Lifestyles,21.52,0.039
MAC001074,25,5,2012,19,No,Lavish Lifestyles,20.7,0.186
MAC001074,25,5,2012,20,No,Lavish Lifestyles,19.97,0.229
MAC001074,25,5,2012,21,No,Lavish Lifestyles,18.86,0.587
MAC001074,25,5,2012,22,No,Lavish Lifestyles,17.94,1.073
MAC001074,25,5,2012,23,No,Lavish Lifestyles,16.88,0.561
MAC001074,26,5,2012,0,No,Lavish Lifestyles,16.43,0.168
MAC001074,26,5,2012,1,No,Lavish Lifestyles,15.95,0.191
MAC001074,26,5,2012,2,No,Lavish Lifestyles,15.76,0.184
MAC001074,26,5,2012,3,No,Lavish Lifestyles,15.31,0.094
MAC001074,26,5,2012,4,No,Lavish Lifestyles,15.22,0.184
MAC001074,26,5,2012,5,No,Lavish Lifestyles,15.06,0.056
MAC001074,26,5,2012,6,No,Lavish Lifestyles,15.98,0.127
MAC001074,26,5,2012,7,No,Lavish Lifestyles,18.08,0.295
MAC001074,26,5,2012,8,No,Lavish Lifestyles,20.14,0.509
MAC001074,26,5,2012,9,No,Lavish Lifestyles,21.41,0.257
MAC001074,26,5,2012,10,No,Lavish Lifestyles,22.83,0.283
MAC001074,26,5,2012,11,No,Lavish Lifestyles,23.43,1.484
MAC001074,26,5,2012,12,No,Lavish Lifestyles,24.28,0.883
MAC001074,26,5,2012,13,No,Lavish Lifestyles,24.64,0.198
MAC001074,26,5,2012,14,No,Lavish Lifestyles,24.01,0.229
MAC001074,26,5,2012,15,No,Lavish Lifestyles,23.91,0.194
MAC001074,26,5,2012,16,No,Lavish Lifestyles,23.61,0.111
MAC001074,26,5,2012,17,No,Lavish Lifestyles,22.69,0.168
MAC001074,26,5,2012,18,No,Lavish Lifestyles,21.62,0.147
MAC001074,26,5,2012,19,No,Lavish Lifestyles,20.86,0.256
MAC001074,26,5,2012,20,No,Lavish Lifestyles,19.55,0.686
MAC001074,26,5,2012,21,No,Lavish Lifestyles,18.38,0.422
MAC001074,26,5,2012,22,No,Lavish Lifestyles,17.33,0.899
MAC001074,26,5,2012,23,No,Lavish Lifestyles,16.31,0.324
MAC001074,27,5,2012,0,No,Lavish Lifestyles,15.66,0.307
MAC001074,27,5,2012,1,No,Lavish Lifestyles,14.84,0.6
